well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,19151,0,A,01,exp200802,40000,GP3,exp200802_GP3_A01,BPH3346,2,VSS-147
A02,18627,0,A,02,exp200802,40000,GP3,exp200802_GP3_A02,BPH3282,3,VSS-083
A03,19027,0,A,03,exp200802,40000,GP3,exp200802_GP3_A03,BPH3226,1,VSS-027
A04,19933,0,A,04,exp200802,40000,GP3,exp200802_GP3_A04,BPH3274,1,VSS-075
A05,18029,0,A,05,exp200802,40000,GP3,exp200802_GP3_A05,Non infected,3,CONTROL
A06,18950,0,A,06,exp200802,40000,GP3,exp200802_GP3_A06,BPH3292,1,VSS-093
A07,19062,0,A,07,exp200802,40000,GP3,exp200802_GP3_A07,BPH3250,2,VSS-051
A08,20037,0,A,08,exp200802,40000,GP3,exp200802_GP3_A08,JE2,1,CONTROL
A09,19297,0,A,09,exp200802,40000,GP3,exp200802_GP3_A09,BPH3332,2,VSS-133
A10,19918,0,A,10,exp200802,40000,GP3,exp200802_GP3_A10,BPH3304,3,VSS-105
A11,17753,0,A,11,exp200802,40000,GP3,exp200802_GP3_A11,BPH3260,3,VSS-061
A12,17307,0,A,12,exp200802,40000,GP3,exp200802_GP3_A12,BPH3316,3,VSS-117
B01,19368,0,B,01,exp200802,40000,GP3,exp200802_GP3_B01,BPH3352,2,VSS-153
B02,19562,0,B,02,exp200802,40000,GP3,exp200802_GP3_B02,BPH3244,1,VSS-045
B03,19418,0,B,03,exp200802,40000,GP3,exp200802_GP3_B03,BPH3352,1,VSS-153
B04,19807,0,B,04,exp200802,40000,GP3,exp200802_GP3_B04,BPH3282,1,VSS-083
B05,20059,0,B,05,exp200802,40000,GP3,exp200802_GP3_B05,BPH3735,3,VSS-149
B06,19324,0,B,06,exp200802,40000,GP3,exp200802_GP3_B06,JE2,4,CONTROL
B07,19632,0,B,07,exp200802,40000,GP3,exp200802_GP3_B07,BPH3292,2,VSS-093
B08,18448,0,B,08,exp200802,40000,GP3,exp200802_GP3_B08,BPH3272,3,VSS-073
B09,19034,0,B,09,exp200802,40000,GP3,exp200802_GP3_B09,BPH3274,2,VSS-075
B10,19443,0,B,10,exp200802,40000,GP3,exp200802_GP3_B10,BPH3348,1,VSS-149
B11,19132,0,B,11,exp200802,40000,GP3,exp200802_GP3_B11,BPH3284,3,VSS-085
B12,17925,0,B,12,exp200802,40000,GP3,exp200802_GP3_B12,BPH3282,2,VSS-083
C01,19075,0,C,01,exp200802,40000,GP3,exp200802_GP3_C01,BPH3260,2,VSS-061
C02,20047,0,C,02,exp200802,40000,GP3,exp200802_GP3_C02,BPH3270,1,VSS-071
C03,19512,0,C,03,exp200802,40000,GP3,exp200802_GP3_C03,BPH3346,3,VSS-147
C04,19063,0,C,04,exp200802,40000,GP3,exp200802_GP3_C04,BPH3352,3,VSS-153
C05,19232,0,C,05,exp200802,40000,GP3,exp200802_GP3_C05,BPH3284,1,VSS-085
C06,19671,0,C,06,exp200802,40000,GP3,exp200802_GP3_C06,BPH3340,3,VSS-141
C07,20009,0,C,07,exp200802,40000,GP3,exp200802_GP3_C07,BPH3268,1,VSS-069
C08,18471,0,C,08,exp200802,40000,GP3,exp200802_GP3_C08,BPH3320,1,VSS-121
C09,18480,0,C,09,exp200802,40000,GP3,exp200802_GP3_C09,BPH3320,2,VSS-121
C10,18629,0,C,10,exp200802,40000,GP3,exp200802_GP3_C10,BPH3236,3,VSS-037
C11,17624,0,C,11,exp200802,40000,GP3,exp200802_GP3_C11,BPH3332,1,VSS-133
C12,17064,0,C,12,exp200802,40000,GP3,exp200802_GP3_C12,Non infected,2,CONTROL
D01,18673,0,D,01,exp200802,40000,GP3,exp200802_GP3_D01,JE2,3,CONTROL
D02,19916,0,D,02,exp200802,40000,GP3,exp200802_GP3_D02,BPH3348,2,VSS-149
D03,19098,0,D,03,exp200802,40000,GP3,exp200802_GP3_D03,BPH3332,3,VSS-133
D04,19507,0,D,04,exp200802,40000,GP3,exp200802_GP3_D04,BPH3262,3,VSS-063
D05,19282,0,D,05,exp200802,40000,GP3,exp200802_GP3_D05,BPH3272,2,VSS-073
D06,18645,0,D,06,exp200802,40000,GP3,exp200802_GP3_D06,TOX-4,2,CONTROL
D07,18589,0,D,07,exp200802,40000,GP3,exp200802_GP3_D07,BPH3226,2,VSS-027
D08,19606,0,D,08,exp200802,40000,GP3,exp200802_GP3_D08,BPH3292,3,VSS-093
D09,18887,0,D,09,exp200802,40000,GP3,exp200802_GP3_D09,BPH3258,3,VSS-059
