well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,1372,0,A,01,exp200805,40000,GP3,exp200805_GP3_A01,BPH3346,2,VSS-147
A02,1349,0,A,02,exp200805,40000,GP3,exp200805_GP3_A02,BPH3282,3,VSS-083
A03,1354,0,A,03,exp200805,40000,GP3,exp200805_GP3_A03,BPH3226,1,VSS-027
A04,1356,0,A,04,exp200805,40000,GP3,exp200805_GP3_A04,BPH3274,1,VSS-075
A05,1288,0,A,05,exp200805,40000,GP3,exp200805_GP3_A05,Non infected,3,CONTROL
A06,1405,0,A,06,exp200805,40000,GP3,exp200805_GP3_A06,BPH3292,1,VSS-093
A07,1389,0,A,07,exp200805,40000,GP3,exp200805_GP3_A07,BPH3250,2,VSS-051
A08,1371,0,A,08,exp200805,40000,GP3,exp200805_GP3_A08,JE2,1,CONTROL
A09,1326,0,A,09,exp200805,40000,GP3,exp200805_GP3_A09,BPH3332,2,VSS-133
A10,1343,0,A,10,exp200805,40000,GP3,exp200805_GP3_A10,BPH3304,3,VSS-105
A11,1340,0,A,11,exp200805,40000,GP3,exp200805_GP3_A11,BPH3260,3,VSS-061
A12,1360,0,A,12,exp200805,40000,GP3,exp200805_GP3_A12,BPH3316,3,VSS-117
B01,1340,0,B,01,exp200805,40000,GP3,exp200805_GP3_B01,BPH3352,2,VSS-153
B02,1356,0,B,02,exp200805,40000,GP3,exp200805_GP3_B02,BPH3244,1,VSS-045
B03,1318,0,B,03,exp200805,40000,GP3,exp200805_GP3_B03,BPH3352,1,VSS-153
B04,1319,0,B,04,exp200805,40000,GP3,exp200805_GP3_B04,BPH3282,1,VSS-083
B05,1372,0,B,05,exp200805,40000,GP3,exp200805_GP3_B05,BPH3735,3,VSS-149
B06,1374,0,B,06,exp200805,40000,GP3,exp200805_GP3_B06,JE2,4,CONTROL
B07,1352,0,B,07,exp200805,40000,GP3,exp200805_GP3_B07,BPH3292,2,VSS-093
B08,1340,0,B,08,exp200805,40000,GP3,exp200805_GP3_B08,BPH3272,3,VSS-073
B09,1345,0,B,09,exp200805,40000,GP3,exp200805_GP3_B09,BPH3274,2,VSS-075
B10,1356,0,B,10,exp200805,40000,GP3,exp200805_GP3_B10,BPH3348,1,VSS-149
B11,1319,0,B,11,exp200805,40000,GP3,exp200805_GP3_B11,BPH3284,3,VSS-085
B12,1337,0,B,12,exp200805,40000,GP3,exp200805_GP3_B12,BPH3282,2,VSS-083
C01,1372,0,C,01,exp200805,40000,GP3,exp200805_GP3_C01,BPH3260,2,VSS-061
C02,1350,0,C,02,exp200805,40000,GP3,exp200805_GP3_C02,BPH3270,1,VSS-071
C03,1295,0,C,03,exp200805,40000,GP3,exp200805_GP3_C03,BPH3346,3,VSS-147
C04,1310,0,C,04,exp200805,40000,GP3,exp200805_GP3_C04,BPH3352,3,VSS-153
C05,1351,0,C,05,exp200805,40000,GP3,exp200805_GP3_C05,BPH3284,1,VSS-085
C06,1338,0,C,06,exp200805,40000,GP3,exp200805_GP3_C06,BPH3340,3,VSS-141
C07,1312,0,C,07,exp200805,40000,GP3,exp200805_GP3_C07,BPH3268,1,VSS-069
C08,1314,0,C,08,exp200805,40000,GP3,exp200805_GP3_C08,BPH3320,1,VSS-121
C09,1323,0,C,09,exp200805,40000,GP3,exp200805_GP3_C09,BPH3320,2,VSS-121
C10,1363,0,C,10,exp200805,40000,GP3,exp200805_GP3_C10,BPH3236,3,VSS-037
C11,1292,0,C,11,exp200805,40000,GP3,exp200805_GP3_C11,BPH3332,1,VSS-133
C12,1313,0,C,12,exp200805,40000,GP3,exp200805_GP3_C12,Non infected,2,CONTROL
D01,1356,0,D,01,exp200805,40000,GP3,exp200805_GP3_D01,JE2,3,CONTROL
D02,1348,0,D,02,exp200805,40000,GP3,exp200805_GP3_D02,BPH3348,2,VSS-149
D03,1305,0,D,03,exp200805,40000,GP3,exp200805_GP3_D03,BPH3332,3,VSS-133
D04,1304,0,D,04,exp200805,40000,GP3,exp200805_GP3_D04,BPH3262,3,VSS-063
D05,1353,0,D,05,exp200805,40000,GP3,exp200805_GP3_D05,BPH3272,2,VSS-073
D06,1362,0,D,06,exp200805,40000,GP3,exp200805_GP3_D06,TOX-4,2,CONTROL
D07,1351,0,D,07,exp200805,40000,GP3,exp200805_GP3_D07,BPH3226,2,VSS-027
D08,1320,0,D,08,exp200805,40000,GP3,exp200805_GP3_D08,BPH3292,3,VSS-093
D09,1375,0,D,09,exp200805,40000,GP3,exp200805_GP3_D09,BPH3258,3,VSS-059
D10,1336,0,D,10,exp200805,40000,GP3,exp200805_GP3_D10,BPH3262,1,VSS-063
D11,1327,0,D,11,exp200805,40000,GP3,exp200805_GP3_D11,BPH3316,1,VSS-117
D12,1360,0,D,12,exp200805,40000,GP3,exp200805_GP3_D12,BPH3348,3,VSS-149
E01,1308,0,E,01,exp200805,40000,GP3,exp200805_GP3_E01,Non infected,1,CONTROL
E02,1301,0,E,02,exp200805,40000,GP3,exp200805_GP3_E02,BPH3340,2,VSS-141
E03,1297,0,E,03,exp200805,40000,GP3,exp200805_GP3_E03,BPH3338,2,VSS-139
E04,1328,0,E,04,exp200805,40000,GP3,exp200805_GP3_E04,BPH3262,2,VSS-063
E05,1338,0,E,05,exp200805,40000,GP3,exp200805_GP3_E05,TOX-4,1,CONTROL
E06,1358,0,E,06,exp200805,40000,GP3,exp200805_GP3_E06,BPH3340,1,VSS-141
E07,1332,0,E,07,exp200805,40000,GP3,exp200805_GP3_E07,Non infected,1,CONTROL
E08,1317,0,E,08,exp200805,40000,GP3,exp200805_GP3_E08,BPH3246,2,VSS-047
E09,1380,0,E,09,exp200805,40000,GP3,exp200805_GP3_E09,BPH3258,2,VSS-059
E10,1307,0,E,10,exp200805,40000,GP3,exp200805_GP3_E10,BPH3274,3,VSS-075
E11,1261,0,E,11,exp200805,40000,GP3,exp200805_GP3_E11,BPH3250,1,VSS-051
E12,1317,0,E,12,exp200805,40000,GP3,exp200805_GP3_E12,BPH3338,3,VSS-139
F01,1323,0,F,01,exp200805,40000,GP3,exp200805_GP3_F01,BPH3735,1,VSS-149
F02,1353,0,F,02,exp200805,40000,GP3,exp200805_GP3_F02,BPH3338,1,VSS-139
F03,1322,0,F,03,exp200805,40000,GP3,exp200805_GP3_F03,BPH3294,2,VSS-095
F04,1326,0,F,04,exp200805,40000,GP3,exp200805_GP3_F04,BPH3346,1,VSS-147
F05,1333,0,F,05,exp200805,40000,GP3,exp200805_GP3_F05,BPH3736,2,VSS-153
F06,1353,0,F,06,exp200805,40000,GP3,exp200805_GP3_F06,BPH3736,1,VSS-153
F07,1308,0,F,07,exp200805,40000,GP3,exp200805_GP3_F07,BPH3294,3,VSS-095
F08,1332,0,F,08,exp200805,40000,GP3,exp200805_GP3_F08,BPH3246,3,VSS-047
F09,1368,0,F,09,exp200805,40000,GP3,exp200805_GP3_F09,BPH3258,1,VSS-059
F10,1329,0,F,10,exp200805,40000,GP3,exp200805_GP3_F10,BPH3304,2,VSS-105
F11,1309,0,F,11,exp200805,40000,GP3,exp200805_GP3_F11,Non infected,3,CONTROL
F12,1336,0,F,12,exp200805,40000,GP3,exp200805_GP3_F12,JE2,2,CONTROL
G01,1383,0,G,01,exp200805,40000,GP3,exp200805_GP3_G01,BPH3284,2,VSS-085
G02,1337,0,G,02,exp200805,40000,GP3,exp200805_GP3_G02,BPH3735,2,VSS-149
G03,1367,0,G,03,exp200805,40000,GP3,exp200805_GP3_G03,BPH3244,3,VSS-045
G04,1315,0,G,04,exp200805,40000,GP3,exp200805_GP3_G04,BPH3270,2,VSS-071
G05,1358,0,G,05,exp200805,40000,GP3,exp200805_GP3_G05,BPH3736,3,VSS-153
G06,1355,0,G,06,exp200805,40000,GP3,exp200805_GP3_G06,BPH3294,1,VSS-095
G07,1352,0,G,07,exp200805,40000,GP3,exp200805_GP3_G07,BPH3272,1,VSS-073
G08,1346,0,G,08,exp200805,40000,GP3,exp200805_GP3_G08,BPH3246,1,VSS-047
G09,1339,0,G,09,exp200805,40000,GP3,exp200805_GP3_G09,BPH3304,1,VSS-105
G10,1353,0,G,10,exp200805,40000,GP3,exp200805_GP3_G10,BPH3268,2,VSS-069
G11,1356,0,G,11,exp200805,40000,GP3,exp200805_GP3_G11,BPH3226,3,VSS-027
G12,1346,0,G,12,exp200805,40000,GP3,exp200805_GP3_G12,BPH3320,3,VSS-121
H01,1341,0,H,01,exp200805,40000,GP3,exp200805_GP3_H01,Non infected,2,CONTROL
H02,1358,0,H,02,exp200805,40000,GP3,exp200805_GP3_H02,BPH3270,3,VSS-071
H03,1351,0,H,03,exp200805,40000,GP3,exp200805_GP3_H03,BPH3244,2,VSS-045
H04,1402,0,H,04,exp200805,40000,GP3,exp200805_GP3_H04,BPH3250,3,VSS-051
H05,1369,0,H,05,exp200805,40000,GP3,exp200805_GP3_H05,BPH3268,3,VSS-069
H06,1393,0,H,06,exp200805,40000,GP3,exp200805_GP3_H06,BPH3260,1,VSS-061
H07,1391,0,H,07,exp200805,40000,GP3,exp200805_GP3_H07,BPH3236,2,VSS-037
H08,1362,0,H,08,exp200805,40000,GP3,exp200805_GP3_H08,BPH3316,2,VSS-117
H09,1424,0,H,09,exp200805,40000,GP3,exp200805_GP3_H09,BPH3236,1,VSS-037
H10,1711,0,H,10,exp200805,40000,GP3,exp200805_GP3_H10,Complete lysis,1,CONTROL
H11,1720,0,H,11,exp200805,40000,GP3,exp200805_GP3_H11,Complete lysis,2,CONTROL
H12,1745,0,H,12,exp200805,40000,GP3,exp200805_GP3_H12,Complete lysis,3,CONTROL
A01,1363,6,A,01,exp200805,40000,GP3,exp200805_GP3_A01,BPH3346,2,VSS-147
A02,1366,6,A,02,exp200805,40000,GP3,exp200805_GP3_A02,BPH3282,3,VSS-083
A03,1353,6,A,03,exp200805,40000,GP3,exp200805_GP3_A03,BPH3226,1,VSS-027
A04,1378,6,A,04,exp200805,40000,GP3,exp200805_GP3_A04,BPH3274,1,VSS-075
