SAA6008_00018|MUT-0034|	SAUSA300_0020	100.000	233	0	0	1	233	1	233	1.06e-174	476
SAA6008_00018|MUT-0034|	SAUSA300_1639	52.155	232	108	2	1	231	1	230	7.19e-83	243
SAA6008_00018|MUT-0034|	SAUSA300_1442	41.048	229	133	2	1	227	1	229	3.84e-56	176
SAA6008_00018|MUT-0034|	SAUSA300_1308	40.789	228	123	4	4	230	3	219	7.55e-55	171
SAA6008_00018|MUT-0034|	SAUSA300_2308	36.681	229	137	2	4	232	3	223	2.18e-49	158
SAA6008_00018|MUT-0034|	SAUSA300_0691	36.123	227	133	4	5	227	4	222	1.88e-47	153
SAA6008_00018|MUT-0034|	SAUSA300_2559	29.464	224	152	2	4	227	2	219	1.64e-38	130
SAA6008_00018|MUT-0034|	SAUSA300_0645	31.250	224	149	2	4	227	2	220	7.09e-34	118
SAA6008_00018|MUT-0034|	SAUSA300_2036	30.901	233	153	4	1	231	1	227	1.10e-31	112
SAA6008_00018|MUT-0034|	SAUSA300_1798	30.172	116	77	4	3	114	2	117	2.97e-08	48.9
SAA6008_00018|MUT-0034|	SAUSA300_0217	27.612	134	90	3	4	131	3	135	8.51e-08	47.8
SAA6008_00018|MUT-0034|	SAUSA300_0255	27.273	132	87	4	4	132	2	127	1.94e-07	46.6
SAA6008_00018|MUT-0034|	SAUSA300_1220	35.106	94	54	4	34	122	35	126	2.44e-07	45.8
SAA6008_00018|MUT-0034|	SAUSA300_2337	23.144	229	150	7	4	223	2	213	8.95e-06	41.6
SAA6008_00018|MUT-0034|	SAUSA300_1865	26.056	142	85	5	34	171	36	161	0.099	29.3
SAA6008_00018|MUT-0034|	SAUSA300_2223	31.250	32	22	0	82	113	47	78	0.63	26.6
SAA6008_00018|MUT-0034|	SAUSA300_0358	33.333	48	31	1	39	85	128	175	0.81	26.9
SAA6008_00018|MUT-0034|	SAUSA300_0260	27.273	77	44	4	156	226	126	196	1.6	25.8
SAA6008_00018|MUT-0034|	SAUSA300_1729	36.957	46	28	1	15	59	238	283	1.6	25.8
SAA6008_00018|MUT-0034|	SAUSA300_1124	23.529	68	45	1	1	68	1	61	2.3	25.4
SAA6008_00018|MUT-0034|	SAUSA300_0644	31.579	38	22	1	131	168	22	55	3.4	24.6
SAA6008_00018|MUT-0034|	SAUSA300_0918	35.714	28	18	0	30	57	88	115	3.4	25.0
SAA6008_00018|MUT-0034|	SAUSA300_0396	27.586	58	38	2	84	137	7	64	5.3	24.3
