well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
B02,13673,0,B,02,exp201103,40000,P2,exp201103_P2_B02,TOX-4,3,CONTROL
B03,13634,0,B,03,exp201103,40000,P2,exp201103_P2_B03,BPH2904,1,VAN-160
B04,14072,0,B,04,exp201103,40000,P2,exp201103_P2_B04,BPH3734,3,VSS-138
B05,14404,0,B,05,exp201103,40000,P2,exp201103_P2_B05,BPH2902,1,VAN-160
B06,14223,0,B,06,exp201103,40000,P2,exp201103_P2_B06,BPH3733,1,VSS-137
B07,13824,0,B,07,exp201103,40000,P2,exp201103_P2_B07,BPH3337,2,VSS-138
B08,14296,0,B,08,exp201103,40000,P2,exp201103_P2_B08,BPH3752,1,VSS-339
B09,13799,0,B,09,exp201103,40000,P2,exp201103_P2_B09,BPH2962,2,VAN-207
B10,14777,0,B,10,exp201103,40000,P2,exp201103_P2_B10,BPH2963,3,VAN-207
B11,14170,0,B,11,exp201103,40000,P2,exp201103_P2_B11,BPH3706,3,VSS-541
C02,14185,0,C,02,exp201103,40000,P2,exp201103_P2_C02,BPH3336,3,VSS-137
C03,14564,0,C,03,exp201103,40000,P2,exp201103_P2_C03,BPH3757,2,VSS-541
C04,15781,0,C,04,exp201103,40000,P2,exp201103_P2_C04,BPH3747,3,VSS-231
C05,14466,0,C,05,exp201103,40000,P2,exp201103_P2_C05,BPH2943,1,VAN-192
C06,13964,0,C,06,exp201103,40000,P2,exp201103_P2_C06,BPH2942,1,VAN-192
C07,13997,0,C,07,exp201103,40000,P2,exp201103_P2_C07,BPH2942,3,VAN-192
C08,13752,0,C,08,exp201103,40000,P2,exp201103_P2_C08,BPH2962,3,VAN-207
C09,13961,0,C,09,exp201103,40000,P2,exp201103_P2_C09,BPH3757,1,VSS-541
C10,13753,0,C,10,exp201103,40000,P2,exp201103_P2_C10,BPH3734,1,VSS-138
C11,14346,0,C,11,exp201103,40000,P2,exp201103_P2_C11,BPH3427,1,VSS-231
D02,15285,0,D,02,exp201103,40000,P2,exp201103_P2_D02,TOX-4,1,CONTROL
D03,14927,0,D,03,exp201103,40000,P2,exp201103_P2_D03,Non infected,2,CONTROL
D04,14509,0,D,04,exp201103,40000,P2,exp201103_P2_D04,BPH3734,2,VSS-138
D05,15095,0,D,05,exp201103,40000,P2,exp201103_P2_D05,BPH3747,2,VSS-231
D06,14111,0,D,06,exp201103,40000,P2,exp201103_P2_D06,BPH3757,3,VSS-541
D07,14561,0,D,07,exp201103,40000,P2,exp201103_P2_D07,BPH3336,2,VSS-137
D08,14213,0,D,08,exp201103,40000,P2,exp201103_P2_D08,BPH2902,3,VAN-160
D09,14244,0,D,09,exp201103,40000,P2,exp201103_P2_D09,BPH2904,3,VAN-160
D10,13937,0,D,10,exp201103,40000,P2,exp201103_P2_D10,BPH3752,2,VSS-339
D11,14279,0,D,11,exp201103,40000,P2,exp201103_P2_D11,BPH3535,2,VSS-339
E02,14777,0,E,02,exp201103,40000,P2,exp201103_P2_E02,BPH3535,3,VSS-339
E03,14807,0,E,03,exp201103,40000,P2,exp201103_P2_E03,BPH3733,3,VSS-137
E04,14131,0,E,04,exp201103,40000,P2,exp201103_P2_E04,BPH3706,2,VSS-541
E05,14214,0,E,05,exp201103,40000,P2,exp201103_P2_E05,BPH3733,2,VSS-137
E06,14016,0,E,06,exp201103,40000,P2,exp201103_P2_E06,BPH2943,3,VAN-192
E07,15047,0,E,07,exp201103,40000,P2,exp201103_P2_E07,BPH3427,3,VSS-231
E08,13946,0,E,08,exp201103,40000,P2,exp201103_P2_E08,BPH2942,2,VAN-192
E09,13357,0,E,09,exp201103,40000,P2,exp201103_P2_E09,Non infected,1,CONTROL
E10,13898,0,E,10,exp201103,40000,P2,exp201103_P2_E10,BPH3337,1,VSS-138
E11,14606,0,E,11,exp201103,40000,P2,exp201103_P2_E11,JE2,3,CONTROL
F02,14854,0,F,02,exp201103,40000,P2,exp201103_P2_F02,BPH3535,1,VSS-339
F03,14507,0,F,03,exp201103,40000,P2,exp201103_P2_F03,BPH3336,1,VSS-137
F04,16112,0,F,04,exp201103,40000,P2,exp201103_P2_F04,BPH3747,1,VSS-231
F05,14402,0,F,05,exp201103,40000,P2,exp201103_P2_F05,JE2,2,CONTROL
F06,14731,0,F,06,exp201103,40000,P2,exp201103_P2_F06,BPH2902,2,VAN-160
F07,14357,0,F,07,exp201103,40000,P2,exp201103_P2_F07,BPH2962,1,VAN-207
F08,14643,0,F,08,exp201103,40000,P2,exp201103_P2_F08,BPH2963,1,VAN-207
F09,14311,0,F,09,exp201103,40000,P2,exp201103_P2_F09,BPH2943,2,VAN-192
F10,14551,0,F,10,exp201103,40000,P2,exp201103_P2_F10,Non infected,3,CONTROL
F11,14158,0,F,11,exp201103,40000,P2,exp201103_P2_F11,BPH3706,1,VSS-541
G02,15336,0,G,02,exp201103,40000,P2,exp201103_P2_G02,BPH3427,2,VSS-231
G03,14518,0,G,03,exp201103,40000,P2,exp201103_P2_G03,BPH2963,2,VAN-207
G04,14338,0,G,04,exp201103,40000,P2,exp201103_P2_G04,TOX-4,2,CONTROL
G05,14132,0,G,05,exp201103,40000,P2,exp201103_P2_G05,BPH3337,3,VSS-138
G06,13859,0,G,06,exp201103,40000,P2,exp201103_P2_G06,JE2,1,CONTROL
G07,14271,0,G,07,exp201103,40000,P2,exp201103_P2_G07,BPH3752,3,VSS-339
G08,13847,0,G,08,exp201103,40000,P2,exp201103_P2_G08,BPH2904,2,VAN-160
G09,27977,0,G,09,exp201103,40000,P2,exp201103_P2_G09,Complete lysis,1,CONTROL
G10,26904,0,G,10,exp201103,40000,P2,exp201103_P2_G10,Complete lysis,2,CONTROL
G11,27956,0,G,11,exp201103,40000,P2,exp201103_P2_G11,Complete lysis,3,CONTROL
B02,13489,6,B,02,exp201103,40000,P2,exp201103_P2_B02,TOX-4,3,CONTROL
B03,13479,6,B,03,exp201103,40000,P2,exp201103_P2_B03,BPH2904,1,VAN-160
B04,13388,6,B,04,exp201103,40000,P2,exp201103_P2_B04,BPH3734,3,VSS-138
B05,14020,6,B,05,exp201103,40000,P2,exp201103_P2_B05,BPH2902,1,VAN-160
B06,13843,6,B,06,exp201103,40000,P2,exp201103_P2_B06,BPH3733,1,VSS-137
B07,13785,6,B,07,exp201103,40000,P2,exp201103_P2_B07,BPH3337,2,VSS-138
B08,13758,6,B,08,exp201103,40000,P2,exp201103_P2_B08,BPH3752,1,VSS-339
B09,13208,6,B,09,exp201103,40000,P2,exp201103_P2_B09,BPH2962,2,VAN-207
B10,14461,6,B,10,exp201103,40000,P2,exp201103_P2_B10,BPH2963,3,VAN-207
B11,14029,6,B,11,exp201103,40000,P2,exp201103_P2_B11,BPH3706,3,VSS-541
C02,13812,6,C,02,exp201103,40000,P2,exp201103_P2_C02,BPH3336,3,VSS-137
C03,14142,6,C,03,exp201103,40000,P2,exp201103_P2_C03,BPH3757,2,VSS-541
C04,15342,6,C,04,exp201103,40000,P2,exp201103_P2_C04,BPH3747,3,VSS-231
C05,13964,6,C,05,exp201103,40000,P2,exp201103_P2_C05,BPH2943,1,VAN-192
C06,13496,6,C,06,exp201103,40000,P2,exp201103_P2_C06,BPH2942,1,VAN-192
C07,14040,6,C,07,exp201103,40000,P2,exp201103_P2_C07,BPH2942,3,VAN-192
C08,13441,6,C,08,exp201103,40000,P2,exp201103_P2_C08,BPH2962,3,VAN-207
C09,13688,6,C,09,exp201103,40000,P2,exp201103_P2_C09,BPH3757,1,VSS-541
C10,13477,6,C,10,exp201103,40000,P2,exp201103_P2_C10,BPH3734,1,VSS-138
C11,14008,6,C,11,exp201103,40000,P2,exp201103_P2_C11,BPH3427,1,VSS-231
D02,14868,6,D,02,exp201103,40000,P2,exp201103_P2_D02,TOX-4,1,CONTROL
D03,14735,6,D,03,exp201103,40000,P2,exp201103_P2_D03,Non infected,2,CONTROL
D04,14552,6,D,04,exp201103,40000,P2,exp201103_P2_D04,BPH3734,2,VSS-138
D05,15027,6,D,05,exp201103,40000,P2,exp201103_P2_D05,BPH3747,2,VSS-231
D06,13754,6,D,06,exp201103,40000,P2,exp201103_P2_D06,BPH3757,3,VSS-541
D07,14231,6,D,07,exp201103,40000,P2,exp201103_P2_D07,BPH3336,2,VSS-137
D08,13778,6,D,08,exp201103,40000,P2,exp201103_P2_D08,BPH2902,3,VAN-160
D09,13855,6,D,09,exp201103,40000,P2,exp201103_P2_D09,BPH2904,3,VAN-160
D10,13886,6,D,10,exp201103,40000,P2,exp201103_P2_D10,BPH3752,2,VSS-339
D11,13637,6,D,11,exp201103,40000,P2,exp201103_P2_D11,BPH3535,2,VSS-339
E02,15053,6,E,02,exp201103,40000,P2,exp201103_P2_E02,BPH3535,3,VSS-339
E03,14465,6,E,03,exp201103,40000,P2,exp201103_P2_E03,BPH3733,3,VSS-137
E04,13866,6,E,04,exp201103,40000,P2,exp201103_P2_E04,BPH3706,2,VSS-541
E05,13965,6,E,05,exp201103,40000,P2,exp201103_P2_E05,BPH3733,2,VSS-137
E06,13833,6,E,06,exp201103,40000,P2,exp201103_P2_E06,BPH2943,3,VAN-192
E07,14683,6,E,07,exp201103,40000,P2,exp201103_P2_E07,BPH3427,3,VSS-231
E08,13751,6,E,08,exp201103,40000,P2,exp201103_P2_E08,BPH2942,2,VAN-192
E09,13044,6,E,09,exp201103,40000,P2,exp201103_P2_E09,Non infected,1,CONTROL
E10,13886,6,E,10,exp201103,40000,P2,exp201103_P2_E10,BPH3337,1,VSS-138
E11,14412,6,E,11,exp201103,40000,P2,exp201103_P2_E11,JE2,3,CONTROL
F02,14272,6,F,02,exp201103,40000,P2,exp201103_P2_F02,BPH3535,1,VSS-339
F03,14531,6,F,03,exp201103,40000,P2,exp201103_P2_F03,BPH3336,1,VSS-137
F04,15991,6,F,04,exp201103,40000,P2,exp201103_P2_F04,BPH3747,1,VSS-231
F05,13905,6,F,05,exp201103,40000,P2,exp201103_P2_F05,JE2,2,CONTROL
F06,14336,6,F,06,exp201103,40000,P2,exp201103_P2_F06,BPH2902,2,VAN-160
F07,14075,6,F,07,exp201103,40000,P2,exp201103_P2_F07,BPH2962,1,VAN-207
F08,14336,6,F,08,exp201103,40000,P2,exp201103_P2_F08,BPH2963,1,VAN-207
F09,14018,6,F,09,exp201103,40000,P2,exp201103_P2_F09,BPH2943,2,VAN-192
F10,14432,6,F,10,exp201103,40000,P2,exp201103_P2_F10,Non infected,3,CONTROL
F11,13978,6,F,11,exp201103,40000,P2,exp201103_P2_F11,BPH3706,1,VSS-541
