well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,21309,0,A,01,exp190831,40000,2,exp190831_2_A01,BPH2750,2,VAN-040
A02,20923,0,A,02,exp190831,40000,2,exp190831_2_A02,BPH2740,3,VAN-030
A03,19649,0,A,03,exp190831,40000,2,exp190831_2_A03,BPH2728,1,VAN-024
A04,20962,0,A,04,exp190831,40000,2,exp190831_2_A04,BPH2739,1,VAN-030
A05,20381,0,A,05,exp190831,40000,2,exp190831_2_A05,Non infected,3,CONTROL
A06,20933,0,A,06,exp190831,40000,2,exp190831_2_A06,BPH2742,1,VAN-032
A07,20737,0,A,07,exp190831,40000,2,exp190831_2_A07,BPH2732,2,VAN-026
A08,21094,0,A,08,exp190831,40000,2,exp190831_2_A08,BPH2755,1,VAN-043
A09,20141,0,A,09,exp190831,40000,2,exp190831_2_A09,BPH2747,2,VAN-038
A10,20781,0,A,10,exp190831,40000,2,exp190831_2_A10,BPH2744,3,VAN-034
A11,20964,0,A,11,exp190831,40000,2,exp190831_2_A11,BPH2734,3,VAN-026
A12,20667,0,A,12,exp190831,40000,2,exp190831_2_A12,BPH2745,3,VAN-035
B01,21029,0,B,01,exp190831,40000,2,exp190831_2_B01,BPH2752,2,VAN-041
B02,21044,0,B,02,exp190831,40000,2,exp190831_2_B02,BPH2730,1,VAN-024
B03,20691,0,B,03,exp190831,40000,2,exp190831_2_B03,BPH2752,1,VAN-041
B04,20663,0,B,04,exp190831,40000,2,exp190831_2_B04,BPH2740,1,VAN-030
B05,20327,0,B,05,exp190831,40000,2,exp190831_2_B05,BPH2753,3,VAN-042
B06,20607,0,B,06,exp190831,40000,2,exp190831_2_B06,TOX-4,3,CONTROL
B07,20676,0,B,07,exp190831,40000,2,exp190831_2_B07,BPH2742,2,VAN-032
B08,20891,0,B,08,exp190831,40000,2,exp190831_2_B08,BPH2738,3,VAN-029
B09,19978,0,B,09,exp190831,40000,2,exp190831_2_B09,BPH2739,2,VAN-030
B10,20902,0,B,10,exp190831,40000,2,exp190831_2_B10,BPH2751,1,VAN-040
B11,20498,0,B,11,exp190831,40000,2,exp190831_2_B11,BPH2741,3,VAN-031
B12,20726,0,B,12,exp190831,40000,2,exp190831_2_B12,BPH2740,2,VAN-030
C01,20392,0,C,01,exp190831,40000,2,exp190831_2_C01,BPH2734,2,VAN-026
C02,21015,0,C,02,exp190831,40000,2,exp190831_2_C02,BPH2737,1,VAN-029
C03,20337,0,C,03,exp190831,40000,2,exp190831_2_C03,BPH2750,3,VAN-040
C04,19977,0,C,04,exp190831,40000,2,exp190831_2_C04,BPH2752,3,VAN-041
C05,20732,0,C,05,exp190831,40000,2,exp190831_2_C05,BPH2741,1,VAN-031
C06,20205,0,C,06,exp190831,40000,2,exp190831_2_C06,BPH2749,3,VAN-039
C07,20530,0,C,07,exp190831,40000,2,exp190831_2_C07,BPH2736,1,VAN-028
C08,20889,0,C,08,exp190831,40000,2,exp190831_2_C08,BPH2746,1,VAN-037
C09,20078,0,C,09,exp190831,40000,2,exp190831_2_C09,BPH2746,2,VAN-037
C10,20489,0,C,10,exp190831,40000,2,exp190831_2_C10,BPH2729,3,VAN-024
C11,20427,0,C,11,exp190831,40000,2,exp190831_2_C11,BPH2747,1,VAN-038
C12,20113,0,C,12,exp190831,40000,2,exp190831_2_C12,JE2,2,CONTROL
D01,20181,0,D,01,exp190831,40000,2,exp190831_2_D01,BPH2755,3,VAN-043
D02,20667,0,D,02,exp190831,40000,2,exp190831_2_D02,BPH2751,2,VAN-040
D03,20236,0,D,03,exp190831,40000,2,exp190831_2_D03,BPH2747,3,VAN-038
D04,20574,0,D,04,exp190831,40000,2,exp190831_2_D04,BPH2735,3,VAN-027
D05,20525,0,D,05,exp190831,40000,2,exp190831_2_D05,BPH2738,2,VAN-029
D06,20342,0,D,06,exp190831,40000,2,exp190831_2_D06,TOX-4,2,CONTROL
D07,20325,0,D,07,exp190831,40000,2,exp190831_2_D07,BPH2728,2,VAN-024
D08,20707,0,D,08,exp190831,40000,2,exp190831_2_D08,BPH2742,3,VAN-032
D09,19999,0,D,09,exp190831,40000,2,exp190831_2_D09,BPH2733,3,VAN-026
D10,20605,0,D,10,exp190831,40000,2,exp190831_2_D10,BPH2735,1,VAN-027
D11,20323,0,D,11,exp190831,40000,2,exp190831_2_D11,BPH2745,1,VAN-035
D12,20179,0,D,12,exp190831,40000,2,exp190831_2_D12,BPH2751,3,VAN-040
E01,21225,0,E,01,exp190831,40000,2,exp190831_2_E01,JE2,1,CONTROL
E02,20504,0,E,02,exp190831,40000,2,exp190831_2_E02,BPH2749,2,VAN-039
E03,19912,0,E,03,exp190831,40000,2,exp190831_2_E03,BPH2748,2,VAN-038
E04,20200,0,E,04,exp190831,40000,2,exp190831_2_E04,BPH2735,2,VAN-027
E05,19877,0,E,05,exp190831,40000,2,exp190831_2_E05,TOX-4,1,CONTROL
E06,20024,0,E,06,exp190831,40000,2,exp190831_2_E06,BPH2749,1,VAN-039
E07,20249,0,E,07,exp190831,40000,2,exp190831_2_E07,Non infected,1,CONTROL
E08,20529,0,E,08,exp190831,40000,2,exp190831_2_E08,BPH2731,2,VAN-025
E09,19777,0,E,09,exp190831,40000,2,exp190831_2_E09,BPH2733,2,VAN-026
E10,20000,0,E,10,exp190831,40000,2,exp190831_2_E10,BPH2739,3,VAN-030
E11,20103,0,E,11,exp190831,40000,2,exp190831_2_E11,BPH2732,1,VAN-026
E12,19651,0,E,12,exp190831,40000,2,exp190831_2_E12,BPH2748,3,VAN-038
F01,19946,0,F,01,exp190831,40000,2,exp190831_2_F01,BPH2753,1,VAN-042
F02,20818,0,F,02,exp190831,40000,2,exp190831_2_F02,BPH2748,1,VAN-038
F03,20048,0,F,03,exp190831,40000,2,exp190831_2_F03,BPH2743,2,VAN-033
F04,20048,0,F,04,exp190831,40000,2,exp190831_2_F04,BPH2750,1,VAN-040
F05,19833,0,F,05,exp190831,40000,2,exp190831_2_F05,BPH2754,2,VAN-043
F06,19595,0,F,06,exp190831,40000,2,exp190831_2_F06,BPH2754,1,VAN-043
F07,20096,0,F,07,exp190831,40000,2,exp190831_2_F07,BPH2743,3,VAN-033
F08,20060,0,F,08,exp190831,40000,2,exp190831_2_F08,BPH2731,3,VAN-025
F09,19688,0,F,09,exp190831,40000,2,exp190831_2_F09,BPH2733,1,VAN-026
F10,19880,0,F,10,exp190831,40000,2,exp190831_2_F10,BPH2744,2,VAN-034
F11,19483,0,F,11,exp190831,40000,2,exp190831_2_F11,JE2,3,CONTROL
F12,19747,0,F,12,exp190831,40000,2,exp190831_2_F12,BPH2755,2,VAN-043
G01,19999,0,G,01,exp190831,40000,2,exp190831_2_G01,BPH2741,2,VAN-031
G02,20161,0,G,02,exp190831,40000,2,exp190831_2_G02,BPH2753,2,VAN-042
G03,20098,0,G,03,exp190831,40000,2,exp190831_2_G03,BPH2730,3,VAN-024
G04,20190,0,G,04,exp190831,40000,2,exp190831_2_G04,BPH2737,2,VAN-029
G05,19297,0,G,05,exp190831,40000,2,exp190831_2_G05,BPH2754,3,VAN-043
G06,20041,0,G,06,exp190831,40000,2,exp190831_2_G06,BPH2743,1,VAN-033
G07,19779,0,G,07,exp190831,40000,2,exp190831_2_G07,BPH2738,1,VAN-029
G08,19623,0,G,08,exp190831,40000,2,exp190831_2_G08,BPH2731,1,VAN-025
G09,19577,0,G,09,exp190831,40000,2,exp190831_2_G09,BPH2744,1,VAN-034
G10,19449,0,G,10,exp190831,40000,2,exp190831_2_G10,BPH2736,2,VAN-028
G11,19932,0,G,11,exp190831,40000,2,exp190831_2_G11,BPH2728,3,VAN-024
G12,18949,0,G,12,exp190831,40000,2,exp190831_2_G12,BPH2746,3,VAN-037
H01,19406,0,H,01,exp190831,40000,2,exp190831_2_H01,Non infected,2,CONTROL
H02,19795,0,H,02,exp190831,40000,2,exp190831_2_H02,BPH2737,3,VAN-029
H03,19413,0,H,03,exp190831,40000,2,exp190831_2_H03,BPH2730,2,VAN-024
H04,19449,0,H,04,exp190831,40000,2,exp190831_2_H04,BPH2732,3,VAN-026
H05,19028,0,H,05,exp190831,40000,2,exp190831_2_H05,BPH2736,3,VAN-028
H06,19517,0,H,06,exp190831,40000,2,exp190831_2_H06,BPH2734,1,VAN-026
H07,19233,0,H,07,exp190831,40000,2,exp190831_2_H07,BPH2729,2,VAN-024
H08,20939,0,H,08,exp190831,40000,2,exp190831_2_H08,BPH2745,2,VAN-035
H09,19520,0,H,09,exp190831,40000,2,exp190831_2_H09,BPH2729,1,VAN-024
H10,18816,0,H,10,exp190831,40000,2,exp190831_2_H10,Complete lysis,1,CONTROL
H11,18498,0,H,11,exp190831,40000,2,exp190831_2_H11,Complete lysis,2,CONTROL
H12,18743,0,H,12,exp190831,40000,2,exp190831_2_H12,Complete lysis,3,CONTROL
A01,20456,6,A,01,exp190831,40000,2,exp190831_2_A01,BPH2750,2,VAN-040
A02,19537,6,A,02,exp190831,40000,2,exp190831_2_A02,BPH2740,3,VAN-030
A03,18472,6,A,03,exp190831,40000,2,exp190831_2_A03,BPH2728,1,VAN-024
A04,19182,6,A,04,exp190831,40000,2,exp190831_2_A04,BPH2739,1,VAN-030
A05,19201,6,A,05,exp190831,40000,2,exp190831_2_A05,Non infected,3,CONTROL
A06,19447,6,A,06,exp190831,40000,2,exp190831_2_A06,BPH2742,1,VAN-032
A07,19352,6,A,07,exp190831,40000,2,exp190831_2_A07,BPH2732,2,VAN-026
A08,19975,6,A,08,exp190831,40000,2,exp190831_2_A08,BPH2755,1,VAN-043
A09,19300,6,A,09,exp190831,40000,2,exp190831_2_A09,BPH2747,2,VAN-038
A10,18963,6,A,10,exp190831,40000,2,exp190831_2_A10,BPH2744,3,VAN-034
A11,19023,6,A,11,exp190831,40000,2,exp190831_2_A11,BPH2734,3,VAN-026
A12,18921,6,A,12,exp190831,40000,2,exp190831_2_A12,BPH2745,3,VAN-035
B01,19620,6,B,01,exp190831,40000,2,exp190831_2_B01,BPH2752,2,VAN-041
B02,19828,6,B,02,exp190831,40000,2,exp190831_2_B02,BPH2730,1,VAN-024
B03,19176,6,B,03,exp190831,40000,2,exp190831_2_B03,BPH2752,1,VAN-041
B04,19136,6,B,04,exp190831,40000,2,exp190831_2_B04,BPH2740,1,VAN-030
B05,18802,6,B,05,exp190831,40000,2,exp190831_2_B05,BPH2753,3,VAN-042
B06,19075,6,B,06,exp190831,40000,2,exp190831_2_B06,TOX-4,3,CONTROL
B07,19265,6,B,07,exp190831,40000,2,exp190831_2_B07,BPH2742,2,VAN-032
B08,19560,6,B,08,exp190831,40000,2,exp190831_2_B08,BPH2738,3,VAN-029
B09,18194,6,B,09,exp190831,40000,2,exp190831_2_B09,BPH2739,2,VAN-030
B10,19678,6,B,10,exp190831,40000,2,exp190831_2_B10,BPH2751,1,VAN-040
B11,18776,6,B,11,exp190831,40000,2,exp190831_2_B11,BPH2741,3,VAN-031
B12,18902,6,B,12,exp190831,40000,2,exp190831_2_B12,BPH2740,2,VAN-030
C01,19136,6,C,01,exp190831,40000,2,exp190831_2_C01,BPH2734,2,VAN-026
C02,20078,6,C,02,exp190831,40000,2,exp190831_2_C02,BPH2737,1,VAN-029
C03,19232,6,C,03,exp190831,40000,2,exp190831_2_C03,BPH2750,3,VAN-040
C04,18809,6,C,04,exp190831,40000,2,exp190831_2_C04,BPH2752,3,VAN-041
C05,18933,6,C,05,exp190831,40000,2,exp190831_2_C05,BPH2741,1,VAN-031
C06,18851,6,C,06,exp190831,40000,2,exp190831_2_C06,BPH2749,3,VAN-039
C07,19249,6,C,07,exp190831,40000,2,exp190831_2_C07,BPH2736,1,VAN-028
C08,19464,6,C,08,exp190831,40000,2,exp190831_2_C08,BPH2746,1,VAN-037
C09,18896,6,C,09,exp190831,40000,2,exp190831_2_C09,BPH2746,2,VAN-037
C10,18941,6,C,10,exp190831,40000,2,exp190831_2_C10,BPH2729,3,VAN-024
C11,18833,6,C,11,exp190831,40000,2,exp190831_2_C11,BPH2747,1,VAN-038
C12,18529,6,C,12,exp190831,40000,2,exp190831_2_C12,JE2,2,CONTROL
D01,19260,6,D,01,exp190831,40000,2,exp190831_2_D01,BPH2755,3,VAN-043
D02,19001,6,D,02,exp190831,40000,2,exp190831_2_D02,BPH2751,2,VAN-040
D03,19772,6,D,03,exp190831,40000,2,exp190831_2_D03,BPH2747,3,VAN-038
D04,19345,6,D,04,exp190831,40000,2,exp190831_2_D04,BPH2735,3,VAN-027
D05,18995,6,D,05,exp190831,40000,2,exp190831_2_D05,BPH2738,2,VAN-029
D06,18995,6,D,06,exp190831,40000,2,exp190831_2_D06,TOX-4,2,CONTROL
D07,18793,6,D,07,exp190831,40000,2,exp190831_2_D07,BPH2728,2,VAN-024
